,popularity,budget,revenue,original_title,cast,director,runtime,genres,production_companies,vote_count,vote_average,release_year,release_day,release_month,season
4990,1.2806540000000002,24000000,87055349,Old School,Luke Wilson,Todd Phillips,91,Comedy,DreamWorks SKG,267,6.6,2003,Friday,February,Winter
4993,1.158663,80000000,116643346,S.W.A.T.,Samuel L. Jackson,Clark Johnson,117,Action,Original Film,499,5.8,2003,Friday,August,Summer
5006,0.997525,40000000,141591324,Gothika,Halle Berry,Mathieu Kassovitz,98,Horror,Columbia Pictures Corporation,339,5.8,2003,Friday,November,Fall
5007,0.995361,20000000,60427839,21 Grams,Sean Penn,Alejandro GonzÃ¡lez IÃ±Ã¡rritu,124,Drama,This Is That Productions,520,7.0,2003,Saturday,September,Fall
5023,0.754774,85000000,80916492,The Rundown,Dwayne Johnson,Peter Berg,104,Adventure,Columbia Pictures,298,6.3,2003,Friday,September,Fall
5037,0.62007,87000000,148336445,Seabiscuit,Jeff Bridges,Gary Ross,141,Drama,Universal Pictures,109,6.4,2003,Tuesday,July,Summer
5041,0.580909,68000000,75715436,Dreamcatcher,Morgan Freeman,Lawrence Kasdan,136,Drama,Village Roadshow Pictures,330,5.1,2003,Friday,March,Spring
5059,0.490565,8000000,60378584,Monster,Charlize Theron,Patty Jenkins,110,Crime,Newmarket Films,216,6.8,2003,Sunday,November,Fall
5064,0.470814,54000000,7266209,Gigli,Ben Affleck,Martin Brest,121,Drama,City Light Films,48,3.8,2003,Friday,August,Summer
5082,0.422393,7000000,13818181,House of the Dead,Jonathan Cherry,Uwe Boll,90,Horror,Boll Kino Beteiligungs GmbH & Co. KG,35,3.4,2003,Friday,April,Spring
5087,0.407552,7000000,16829545,House of 1000 Corpses,Sid Haig,Rob Zombie,89,Horror,Universal Pictures,140,5.8,2003,Friday,April,Spring
5091,0.383686,6400000,2500000,Young Adam,Ewan McGregor,David Mackenzie,93,Drama,Recorded Picture Company (RPC),16,5.9,2003,Friday,September,Fall
5098,0.366218,7800000,22441323,Swimming Pool,Charlotte Rampling,FranÃ§ois Ozon,102,Thriller,France 2 CinÃ©ma,68,6.2,2003,Sunday,May,Spring
5128,0.28941500000000003,10000000,96542059,Calendar Girls,Helen Mirren,Nigel Cole,108,Comedy,Harbour Pictures,46,6.5,2003,Tuesday,September,Fall
5133,0.276911,4361898,3031801,Mambo Italiano,Luke Kirby,Ã‰mile Gaudreault,92,Comedy,icon,13,5.2,2003,Friday,June,Summer
5142,0.25338099999999997,13000000,17040871,Ghosts of the Abyss,Bill Paxton,James Cameron,92,Family,Walt Disney Pictures,23,6.7,2003,Thursday,April,Spring
5195,0.143004,30000000,15368897,Alex & Emma,Luke Wilson,Rob Reiner,96,Comedy,Epsilon Motion Pictures,43,5.0,2003,Monday,June,Summer
5231,4.355219,200000000,1845034188,Titanic,Kate Winslet,James Cameron,194,Drama,Paramount Pictures,4654,7.3,1997,Tuesday,November,Fall
5233,3.153414,90000000,589390539,Men in Black,Tommy Lee Jones,Barry Sonnenfeld,98,Action,Amblin Entertainment,2864,6.7,1997,Tuesday,July,Summer
5238,2.391809,110000000,333011068,Tomorrow Never Dies,Pierce Brosnan,Roger Spottiswoode,119,Adventure,Eon Productions,565,5.9,1997,Thursday,December,Winter
5239,2.2020869999999997,10000000,225933435,Good Will Hunting,Robin Williams,Gus Van Sant,126,Drama,Miramax Films,1592,7.7,1997,Friday,December,Winter
5245,1.623577,32000000,79082515,Home Alone 3,Alex D. Linz,Raja Gosnell,102,Comedy,Twentieth Century Fox Film Corporation,331,5.2,1997,Friday,December,Winter
5255,1.212565,250000,12021272,Chasing Amy,Ben Affleck,Kevin Smith,113,Comedy,Miramax Films,227,6.7,1997,Friday,April,Spring
5262,1.0374379999999999,90000000,171120329,Contact,Jodie Foster,Robert Zemeckis,150,Drama,Warner Bros.,745,6.9,1997,Friday,July,Summer
5322,0.473762,15000000,44862187,Cop Land,Sylvester Stallone,James Mangold,104,Action,Miramax Films,185,6.5,1997,Friday,August,Summer
5422,6.112766000000001,150000000,1274219009,Frozen,Kristen Bell,Chris Buck|Jennifer Lee,102,Animation,Walt Disney Pictures,3369,7.5,2013,Wednesday,November,Fall
5423,5.2427529999999996,105000000,716392705,Gravity,Sandra Bullock,Alfonso CuarÃ³n,91,Science Fiction,Warner Bros.,3775,7.4,2013,Friday,September,Fall
5424,5.1119,170000000,479765000,Thor: The Dark World,Chris Hemsworth,Alan Taylor,112,Action,Marvel Studios,3025,6.8,2013,Tuesday,October,Fall
5425,4.946136,200000000,1215439994,Iron Man 3,Robert Downey Jr.,Shane Black,130,Action,Marvel Studios,6882,6.9,2013,Thursday,April,Spring
5427,4.921275,130000000,847423452,The Hunger Games: Catching Fire,Jennifer Lawrence,Francis Lawrence,146,Science Fiction,Lionsgate,4269,7.4,2013,Friday,November,Fall
5428,4.877927,100000000,392000694,The Wolf of Wall Street,Leonardo DiCaprio,Martin Scorsese,180,Crime,Paramount Pictures,4027,7.9,2013,Wednesday,December,Winter
5429,4.705208,180000000,407602906,Pacific Rim,Idris Elba,Guillermo del Toro,131,Action,Legendary Pictures,3590,6.7,2013,Thursday,July,Summer
5430,4.4059230000000005,120000000,286168572,Oblivion,Tom Cruise,Joseph Kosinski,126,Action,Universal Pictures,3729,6.3,2013,Wednesday,April,Spring
5431,4.310786,250000000,958400000,The Hobbit: The Desolation of Smaug,Martin Freeman,Peter Jackson,161,Adventure,WingNut Films,2952,7.6,2013,Wednesday,December,Winter
5432,3.97246,225000000,662845518,Man of Steel,Henry Cavill,Zack Snyder,143,Action,Legendary Pictures,4729,6.5,2013,Wednesday,June,Summer
5433,3.951582,23000000,47351251,Her,Joaquin Phoenix,Spike Jonze,126,Romance,Annapurna Pictures,2422,7.8,2013,Wednesday,December,Winter
5434,3.928789,76000000,970761885,Despicable Me 2,Steve Carell,Pierre Coffin|Chris Renaud,98,Animation,Universal Pictures,3436,7.0,2013,Tuesday,June,Summer
5437,3.518275,38000000,98337295,Riddick,Vin Diesel,David Twohy,119,Science Fiction,One Race Productions,1530,6.2,2013,Monday,September,Fall
5438,3.4723580000000003,13000000,318000141,The Conjuring,Patrick Wilson,James Wan,112,Horror,New Line Cinema,1910,7.4,2013,Thursday,July,Summer
5442,2.815499,92000000,304654182,A Good Day to Die Hard,Bruce Willis,John Moore,98,Action,Ingenious Media,3003,5.2,2013,Wednesday,February,Winter
5445,2.604638,200000000,531865000,World War Z,Brad Pitt,Marc Forster,116,Action,Paramount Pictures,3822,6.7,2013,Thursday,June,Summer
5447,2.476989,110000000,125537191,Ender's Game,Asa Butterfield,Gavin Hood,114,Science Fiction,Summit Entertainment,1608,6.6,2013,Wednesday,October,Fall
5449,2.196946,61000000,131940411,2 Guns,Denzel Washington,Baltasar KormÃ¡kur,109,Action,Universal Studios,1185,6.6,2013,Friday,August,Summer
5455,2.032753,90000000,174578751,Percy Jackson: Sea of Monsters,Logan Lerman,Thor Freudenthal,106,Adventure,1492 Pictures,1039,5.9,2013,Wednesday,August,Summer
5456,2.032167,46000000,122126687,Prisoners,Hugh Jackman,Denis Villeneuve,153,Drama,Alcon Entertainment,1826,7.8,2013,Wednesday,September,Fall
5458,2.024873,40000000,251171807,American Hustle,Christian Bale,David O. Russell,138,Drama,Columbia Pictures,1861,6.8,2013,Thursday,December,Winter
5461,1.92107,50000000,224803475,Hansel & Gretel: Witch Hunters,Jeremy Renner,Tommy Wirkola,88,Fantasy,Paramount Pictures,2564,5.7,2013,Thursday,January,Winter
5464,1.875017,60000000,90565421,The Mortal Instruments: City of Bones,Lily Collins,Harald Zwart,130,Action,Constantin Film Produktion,1020,6.2,2013,Wednesday,August,Summer
5466,1.821423,40000000,149295601,Lone Survivor,Mark Wahlberg,Peter Berg,121,Action,Universal Pictures,1101,7.4,2013,Tuesday,December,Winter
5469,1.6898689999999899,130000000,61648500,R.I.P.D.,Jeff Bridges,Robert Schwentke,96,Fantasy,Universal Pictures,876,5.3,2013,Thursday,July,Summer
5472,1.626627,5000000,31724284,Spring Breakers,James Franco,Harmony Korine,94,Drama,RabbitBandini Productions,996,5.0,2013,Thursday,January,Winter
5474,1.5590760000000001,13000000,68572378,The Call,Halle Berry,Brad Anderson,94,Thriller,TriStar Pictures,960,6.6,2013,Thursday,March,Spring
5475,1.5264659999999999,17000000,97542952,Evil Dead,Jane Levy,Fede Alvarez,91,Horror,TriStar Pictures,1254,6.3,2013,Friday,April,Spring
5480,1.454579,15000000,35485608,The Place Beyond the Pines,Ryan Gosling,Derek Cianfrance,140,Drama,Sidney Kimmel Entertainment,1116,6.7,2013,Wednesday,March,Spring
5483,1.432796,135000000,585178928,The Croods,Nicolas Cage,Kirk De Micco|Chris Sanders,98,Adventure,DreamWorks Animation,1755,6.8,2013,Wednesday,March,Spring
5485,1.41459,50000000,122915111,Escape Plan,Sylvester Stallone,Mikael HÃ¥fstrÃ¶m,115,Action,Summit Entertainment,1114,6.7,2013,Wednesday,October,Fall
5486,1.412233,30000000,82394288,Carrie,ChloÃ« Grace Moretz,Kimberly Peirce,100,Drama,Screen Gems,897,5.8,2013,Wednesday,October,Fall
5487,1.40572,55000000,95000000,Captain Phillips,Tom Hanks,Paul Greengrass,134,Action,Columbia Pictures,1729,7.7,2013,Thursday,October,Fall
5494,1.3317,195000000,197687603,Jack the Giant Slayer,Nicholas Hoult,Bryan Singer,114,Action,New Line Cinema,2186,5.5,2013,Wednesday,February,Winter
5495,1.321896,30000000,62616646,Runner Runner,Ben Affleck,Brad Furman,91,Crime,20th Century Fox,413,5.5,2013,Tuesday,September,Fall
5499,1.302011,32000000,126041322,This Is the End,James Franco,Seth Rogen|Evan Goldberg,107,Action,Columbia Pictures,1687,6.2,2013,Wednesday,June,Summer
5508,1.21451,255000000,89289910,The Lone Ranger,Johnny Depp,Gore Verbinski,149,Action,Walt Disney Pictures,1607,6.0,2013,Wednesday,July,Summer
5509,1.212556,60000000,105200903,Gangster Squad,Sean Penn,Ruben Fleischer,113,Crime,Village Roadshow Pictures,1352,6.1,2013,Thursday,January,Winter
5512,1.188033,12000000,12077441,Stoker,Mia Wasikowska,Chan-wook Park,99,Drama,Fox Searchlight Pictures,594,6.3,2013,Thursday,February,Winter
5516,1.116296,2500000,6854611,The Spectacular Now,Miles Teller,James Ponsoldt,95,Comedy,21 Laps Entertainment,669,6.8,2013,Friday,August,Summer
5520,1.094958,200000000,491868548,Oz: The Great and Powerful,James Franco,Sam Raimi,130,Fantasy,Walt Disney Pictures,2855,5.6,2013,Thursday,March,Spring
5521,1.0892680000000001,135000000,282570682,Turbo,Ryan Reynolds,David Soren,96,Animation,DreamWorks Animation,805,6.1,2013,Thursday,July,Summer
5522,1.078745,20000000,8352885,Redemption,Jason Statham,Steven Knight,100,Action,Lionsgate,415,5.7,2013,Tuesday,May,Spring
5523,1.0755700000000001,25000000,86175291,Pain & Gain,Mark Wahlberg,Michael Bay,130,Thriller,Paramount Pictures,1143,6.1,2013,Thursday,April,Spring
5529,1.054366,15000000,146497771,Mama,Jessica Chastain,Andy Muschietti,100,Horror,Universal Pictures,931,6.0,2013,Thursday,January,Winter
5537,1.002527,40000000,74597643,Escape from Planet Earth,Brendan Fraser,Callan Brunker,89,Animation,Rainmaker Entertainment,242,5.8,2013,Thursday,February,Winter
5556,0.892454999999999,2500000,60141683,A Haunted House,Marlon Wayans,Michael Tiddes,86,Comedy,Endgame Entertainment,345,5.5,2013,Friday,January,Winter
5558,0.886993,30000000,63372757,Side Effects,Rooney Mara,Steven Soderbergh,106,Thriller,Di Bonaventura Pictures,987,6.3,2013,Thursday,February,Winter
5561,0.8736879999999989,13500000,19255873,La migliore offerta,Geoffrey Rush,Giuseppe Tornatore,124,Drama,Paco Cinematografica,389,7.7,2013,Tuesday,January,Winter
5568,0.8444659999999989,56000000,19701164,Broken City,Mark Wahlberg,Allen Hughes,109,Thriller,Regency Enterprises,438,5.7,2013,Friday,January,Winter
5572,0.816581,80000000,126546518,Walking With Dinosaurs,Charlie Rowe,Neil Nightingale|Barry Cook,87,Animation,20th Century Fox,92,5.0,2013,Wednesday,December,Winter
5575,0.7996449999999989,2900000,74918,No One Lives,Luke Evans,RyÃ»hei Kitamura,86,Horror,Pathe,83,5.3,2013,Saturday,March,Spring
5579,0.782462,105000000,347434178,The Smurfs 2,Neil Patrick Harris,Raja Gosnell,105,Fantasy,Columbia Pictures,498,5.5,2013,Tuesday,July,Summer
5588,0.734349,120000000,415440673,The Wolverine,Hugh Jackman,James Mangold,126,Action,Twentieth Century Fox Film Corporation,2986,6.4,2013,Tuesday,July,Summer
5624,0.598453,12000000,35931410,Jobs,Ashton Kutcher,Joshua Michael Stern,128,Drama,Open Road Films,908,6.0,2013,Friday,August,Summer
5626,0.592819,1000000,2963902,In a World...,Lake Bell,Lake Bell,93,Comedy,3311 Productions,143,6.4,2013,Friday,August,Summer
5645,0.53635,1500000,3566225,The To Do List,Aubrey Plaza,Maggie Carey,104,Comedy,3 Arts Entertainment,225,5.6,2013,Wednesday,July,Summer
5650,0.522347,160000000,788679850,Fast & Furious 6,Paul Walker,Justin Lin,130,Action,Universal Pictures,4368,6.6,2013,Monday,May,Spring
5673,0.45785699999999996,20000000,27187375,Khumba,Jake T. Austin,Anthony Silverston,85,Animation,Triggerfish Animation,51,5.8,2013,Thursday,July,Summer
5679,0.44225600000000004,17500000,7018189,Black Nativity,Forest Whitaker,Kasi Lemmons,93,Drama,Fox Searchlight Pictures,10,6.2,2013,Wednesday,November,Fall
5722,0.364964,8000000,9630444,Wolf Creek 2,John Jarratt,Greg McLean,106,Horror,South Australian Film Corporation,81,5.6,2013,Friday,August,Summer
5746,0.33771,6500000,2401510,The East,Brit Marling,Zal Batmanglij,116,Drama,Scott Free Productions,179,6.3,2013,Friday,May,Spring
5775,0.5102949999999989,250000,56825,The Canyons,Lindsay Lohan,Paul Schrader,99,Thriller,Filmworks/FX,41,4.4,2013,Monday,July,Summer
6041,0.040858,58000000,44000000,The Internship,Owen Wilson,Shawn Levy,119,Comedy,Twentieth Century Fox Film Corporation,1174,6.1,2013,Friday,June,Summer
6065,0.010334999999999999,30000000,68129518,Ð¡Ñ‚Ð°Ð»Ð¸Ð½Ð³Ñ€Ð°Ð´,Thomas Kretschmann,Fyodor Bondarchuk,131,War,Art Pictures Studio,64,5.5,2013,Wednesday,October,Fall
6081,6.095293,19000000,381109762,Back to the Future,Michael J. Fox,Robert Zemeckis,116,Adventure,Universal Pictures,3785,7.8,1985,Wednesday,July,Summer
6085,1.6239780000000001,30000000,152427960,A View to a Kill,Roger Moore,John Glen,131,Adventure,Eon Productions,272,5.8,1985,Friday,May,Spring
6190,5.939927,150000000,895921036,Harry Potter and the Goblet of Fire,Daniel Radcliffe,Mike Newell,157,Adventure,Patalex IV Productions Limited,3406,7.3,2005,Saturday,November,Fall
6191,5.400826,150000000,374218673,Batman Begins,Christian Bale,Christopher Nolan,140,Action,DC Comics,4914,7.3,2005,Tuesday,June,Summer
6193,3.6171059999999997,54000000,132511035,V for Vendetta,Natalie Portman,James McTeigue,132,Action,Studio Babelsberg,2670,7.6,2005,Sunday,December,Winter
6194,3.520836,40000000,158733820,Sin City,Jessica Alba,Robert Rodriguez|Frank Miller|Quentin Tarantino,124,Action,Dimension Films,1691,7.1,2005,Thursday,March,Spring
6196,3.4575370000000003,113000000,850000000,Star Wars: Episode III - Revenge of the Sith,Ewan McGregor,George Lucas,140,Science Fiction,Lucasfilm,2629,7.0,2005,Tuesday,May,Spring
6198,2.6233459999999997,126000000,162949164,The Island,Ewan McGregor,Michael Bay,136,Action,DreamWorks SKG,1027,6.4,2005,Wednesday,July,Summer
6201,2.26533,100000000,230427240,Constantine,Keanu Reeves,Francis Lawrence,121,Drama,Village Roadshow Pictures,1049,6.5,2005,Tuesday,February,Winter
6204,2.07205,56000000,113006880,The Pacifier,Vin Diesel,Adam Shankman,95,Action,Walt Disney Pictures,493,5.8,2005,Friday,March,Spring
6206,1.8131279999999999,85000000,162242962,Memoirs of a Geisha,Zhang Ziyi,Rob Marshall,145,Drama,DreamWorks SKG,409,7.1,2005,Tuesday,December,Winter
6207,1.78595,26000000,109449237,The 40 Year Old Virgin,Steve Carell,Judd Apatow,116,Comedy,Universal Pictures,1236,6.2,2005,Thursday,August,Summer
6208,1.7663970000000002,150000000,314432665,Chicken Little,Zach Braff,Mark Dindal,81,Animation,Walt Disney Pictures,542,5.6,2005,Friday,November,Fall
6213,1.592578,130000000,211643158,Kingdom of Heaven,Orlando Bloom,Ridley Scott,144,Drama,Studio Babelsberg,677,6.4,2005,Tuesday,May,Spring
6218,1.4808540000000001,28000000,121147947,Pride & Prejudice,Keira Knightley,Joe Wright,128,Drama,Universal Pictures,749,7.6,2005,Friday,September,Fall
6219,1.4756040000000001,14000000,178043761,Brokeback Mountain,Heath Ledger,Ang Lee,134,Drama,River Road Entertainment,780,7.2,2005,Friday,September,Fall
6226,1.310993,75000000,142400065,The Legend of Zorro,Antonio Banderas,Martin Campbell,129,Action,Amblin Entertainment,592,5.8,2005,Monday,October,Fall
6229,1.270018,43000000,56681566,Elektra,Jennifer Garner,Rob Bowman,97,Action,Twentieth Century Fox Film Corporation,329,5.0,2005,Thursday,January,Winter
6231,1.265401,40000000,117195061,Corpse Bride,Johnny Depp,Tim Burton|Mike Johnson,77,Romance,Tim Burton Animation Company,1022,7.0,2005,Friday,September,Fall
6232,1.212451,30000000,192452832,The Curse of the Were-Rabbit,Peter Sallis,Steve Box|Nick Park,85,Adventure,Aardman Animations,373,6.6,2005,Sunday,September,Fall
6233,1.210683,70000000,88933562,Rumor Has It...,Jennifer Aniston,Rob Reiner,97,Comedy,Village Roadshow Pictures,181,5.2,2005,Friday,December,Winter
6244,1.0754270000000001,45000000,92374674,Four Brothers,Mark Wahlberg,John Singleton,109,Action,Paramount Pictures,379,6.6,2005,Thursday,August,Summer
6245,1.056592,4800000,80578934,Hostel,Jay Hernandez,Eli Roth,94,Horror,International Production Company,448,5.7,2005,Thursday,January,Winter
6247,1.053307,88000000,108539911,Cinderella Man,Russell Crowe,Ron Howard,144,Romance,Miramax Films,370,7.0,2005,Thursday,June,Summer
6249,1.048193,15000000,51053787,Hoodwinked!,Anne Hathaway,Cory Edwards|Todd Edwards|Tony Leech,80,Animation,The Weinstein Company,288,6.0,2005,Friday,December,Winter
6259,0.9184760000000001,20000000,7535331,Proof,Gwyneth Paltrow,John Madden,100,Drama,Miramax Films,88,6.1,2005,Monday,September,Fall
6260,0.906223,80000000,162944923,The Interpreter,Nicole Kidman,Sydney Pollack,128,Action,Universal Pictures,197,6.2,2005,Monday,April,Spring
6262,0.8938790000000001,30000000,18618284,An Unfinished Life,Robert Redford,Lasse HallstrÃ¶m,108,Drama,Miramax Films,82,6.9,2005,Friday,September,Fall
6264,0.885834,50000000,110803676,The Dukes of Hazzard,Johnny Knoxville,Jay Chandrasekhar,104,Action,Village Roadshow Pictures,185,5.2,2005,Friday,August,Summer
6269,0.835676,50000000,94000000,Syriana,George Clooney,Stephen Gaghan,128,Drama,Section Eight,245,6.0,2005,Wednesday,November,Fall
6271,0.8267700000000001,22000000,57479076,Derailed,Clive Owen,Mikael HÃ¥fstrÃ¶m,108,Drama,Miramax Films,173,6.2,2005,Friday,November,Fall
6276,0.784909,7000000,54600000,"Good Night, and Good Luck.",David Strathairn,George Clooney,93,Drama,Warner Independent Pictures (WIP),154,6.4,2005,Friday,September,Fall
6280,0.767076,100000000,202026112,Fun with Dick and Jane,Jim Carrey,Dean Parisot,90,Comedy,Imagine Entertainment,363,5.9,2005,Wednesday,December,Winter
6281,0.743639,45000000,50871113,Unleashed,Jet Li,Louis Leterrier,103,Action,Canal Plus,279,6.5,2005,Wednesday,February,Winter
6285,0.726858,35000000,30526509,Two for the Money,Al Pacino,D.J. Caruso,122,Comedy,Universal Pictures,78,5.9,2005,Friday,October,Fall
6286,0.722961,2000000,5967038,Harsh Times,Christian Bale,David Ayer,120,Crime,The Weinstein Company,85,6.0,2005,Sunday,September,Fall
6290,0.7092350000000001,10000000,45742101,Broken Flowers,Bill Murray,Jim Jarmusch,105,Comedy,Bac Films,182,6.7,2005,Tuesday,May,Spring
6309,0.6269,80000000,5989640,A Sound of Thunder,Heike Makatsch,Peter Hyams,110,Thriller,Epsilon Motion Pictures,58,4.8,2005,Sunday,May,Spring
6312,0.608364,18000000,46201432,The Fog,Tom Welling,Rupert Wainwright,100,Horror,Revolution Studios,85,4.2,2005,Friday,October,Fall
6315,0.592368999999999,25000000,2405420,BloodRayne,Kristanna Loken,Uwe Boll,95,Action,Boll KG,62,3.8,2005,Saturday,October,Fall
6322,0.561685,7000000,49084830,Capote,Philip Seymour Hoffman,Bennett Miller,114,Crime,Sony Pictures Classics,202,6.7,2005,Friday,September,Fall
6326,0.5481659999999989,950000,7022209,Hard Candy,Patrick Wilson,David Slade,103,Drama,Vulcan Productions Inc.,353,6.8,2005,Friday,January,Winter
6348,0.45648,475000,3919254,Brick,Joseph Gordon-Levitt,Rian Johnson,110,Drama,Bergman Lustig productions,177,6.8,2005,Sunday,January,Winter
